Code_Run_Date,Bioreactor,Day,Date,IGG--STATE_SP,CUMULATIVE_NORMALIZED_FEED--INPUT_REF,IGG--STATE_DATA,VCC--STATE_DATA,VIABILITY--STATE_DATA,LACTATE--STATE_DATA,OSMO--STATE_DATA,PCO2_AT_TEMP--STATE_DATA,CUMULATIVE_NORMALIZED_FEED--INPUT_DATA,TEMPERATURE--INPUT_DATA,PH_SETPOINT--INPUT_DATA,DO--INPUT_DATA,IGG--STATE_PRED,VCC--STATE_PRED,VIABILITY--STATE_PRED,LACTATE--STATE_PRED,OSMO--STATE_PRED,PCO2_AT_TEMP--STATE_PRED,IGG--STATE_EST,VCC--STATE_EST,VIABILITY--STATE_EST,LACTATE--STATE_EST,OSMO--STATE_EST,PCO2_AT_TEMP--STATE_EST,IGG--STATE_MOD,VCC--STATE_MOD,VIABILITY--STATE_MOD,LACTATE--STATE_MOD,OSMO--STATE_MOD,PCO2_AT_TEMP--STATE_MOD
2/22/2024,8,1,,509.83,0.0045,,,,,,,0.003,34,7.2,0.5,948.6933367,19.98028869,99.40009152,1.539989545,302.6951779,26.08172377,948.6933367,19.98028869,99.40009152,1.539989545,302.6951779,26.08172377,,,,,,
2/22/2024,9,1,,509.83,0.0045,,,,,,,0.0036,34,7.2,0.5,875.9651178,20.61006587,99.33741433,1.529653218,304.8560854,28.31810396,875.9651178,20.61006587,99.33741433,1.529653218,304.8560854,28.31810396,,,,,,
2/22/2024,10,1,,509.83,0.0045,,,,,,,0.0036,34,7.2,0.5,852.2540648,20.99995821,99.23644458,1.511384583,304.3023955,28.86070018,852.2540648,20.99995821,99.23644458,1.511384583,304.3023955,28.86070018,,,,,,
2/22/2024,11,1,,509.83,0.0045,,,,,,,0.003,34,7.2,0.5,871.5358692,20.3881231,99.15571545,1.605733149,303.5031128,28.55164921,871.5358692,20.3881231,99.15571545,1.605733149,303.5031128,28.55164921,,,,,,
2/22/2024,12,1,,509.83,0.0045,,,,,,,0.003,34,7.2,0.5,938.8418935,19.54115084,99.54015732,1.684256055,302.8232971,27.05956506,938.8418935,19.54115084,99.54015732,1.684256055,302.8232971,27.05956506,,,,,,
2/22/2024,13,1,,509.83,0.0045,,,,,,,0.003,34,7.2,0.5,862.5631891,18.9969222,99.11393972,1.663562472,305.2057656,30.30206715,862.5631891,18.9969222,99.11393972,1.663562472,305.2057656,30.30206715,,,,,,
2/22/2024,14,1,,509.83,0.0045,,,,,,,0.0024,34,7.2,0.5,882.8049288,18.51782911,99.16083011,1.864814147,302.5093394,30.05928751,882.8049288,18.51782911,99.16083011,1.864814147,302.5093394,30.05928751,,,,,,
2/22/2024,15,1,,509.83,0.0045,,,,,,,0.0036,34,7.2,0.5,804.0030882,20.64739203,98.90533773,1.630003094,304.7051192,30.81631123,804.0030882,20.64739203,98.90533773,1.630003094,304.7051192,30.81631123,,,,,,
2/22/2024,16,1,,509.83,0.0045,,,,,,,0.0024,34,7.2,0.5,898.1061591,18.29971806,98.98745608,1.66582946,305.8797493,29.24120645,898.1061591,18.29971806,98.98745608,1.66582946,305.8797493,29.24120645,,,,,,
2/22/2024,17,1,,509.83,0.0045,,,,,,,0.0024,34,7.2,0.5,924.2747555,17.63811681,99.54246194,1.835928416,304.4581284,29.58008643,924.2747555,17.63811681,99.54246194,1.835928416,304.4581284,29.58008643,,,,,,
