Sample_Name,Experiment,Batch,Sample_Time,Day,TCC,VCC,Viability,Diameter,Osmolality,Ammonium,Calcium,Glucose,Glutamine,Glutamate,Lactate,Potassium,Sodium,Bicarbonate,pCO2 at Temp,pO2 at Temp,pH at Temp,Titer,DO,pH_setpoint,pH_setpoint_low,pH_setpoint_high,Temperature_setpoint,Bolus_Feed,Normalized_Bolus_Feed,Volume
TSLP-AR25-075-019-04,AR25-075,AR25-075-019,8/31/2025 8:55,4,9.21,8.97,97.3,15.34,359,3.11,0.67,10.3,0.92,4.81,1.03,5.34,108,3.1,15.6,76.2,6.9,,,7.1,6.95,7.25,36.5,0,0,
TSLP-AR25-075-019-05,AR25-075,AR25-075-019,9/1/2025 10:20,5,12.93,12.56,97.1,15.49,338,4.21,0.66,7.9,1.1,5.68,0.87,4.57,112.1,10.6,39.4,63.5,7.03,741.0607,,7.1,6.95,7.25,35,0,0,
TSLP-AR25-075-019-06,AR25-075,AR25-075-019,9/2/2025 9:18,6,16.41,15.79,96.2,15.4,301,3.16,0.64,5.29,0.83,5.65,0.39,3.6,112.6,14.4,37.3,46.3,7.19,1278.999,,7.1,6.95,7.25,35,9.64,0.0482,
TSLP-AR25-075-019-07,AR25-075,AR25-075-019,9/3/2025 9:19,7,17.51,16.88,96.4,16.38,365,4.57,0.56,9.3,1.3,6.94,0.12,2.67,117.2,14,40.4,25.7,7.14,1528.68,,7.1,6.95,7.25,35,0,0,
TSLP-AR25-075-019-08,AR25-075,AR25-075-019,9/4/2025 9:26,8,18.87,18.08,95.8,16.98,322,4.73,,5.17,0.8,6.39,0.06,2.08,119.3,14.3,34.2,26.3,7.23,2906.94,,7.1,6.95,7.25,35,9.64,0.0482,
TSLP-AR25-075-019-09,AR25-075,AR25-075-019,9/5/2025 10:12,9,20.73,19.64,94.8,17.51,367,,0.54,8.51,1.12,7.74,0.07,1.85,,10.2,25.7,41.6,7.2,3810.045,,7.1,6.95,7.25,35,0,0,
TSLP-AR25-075-019-10,AR25-075,AR25-075-019,9/6/2025 9:40,10,18.78,17.08,91,17.51,335,6.87,0.47,4.49,0.99,6.96,0.02,1.63,125.6,11.8,28.2,20.2,7.22,4594.815,,7.1,6.95,7.25,35,8.66,0.0433,
TSLP-AR25-075-019-11,AR25-075,AR25-075-019,9/7/2025 9:35,11,19.07,17.01,89.2,17.9,380,7.69,0.45,7.19,1.8,8.04,0.07,1.84,130.9,9.7,25,22.3,7.19,5385.57,,7.1,6.95,7.25,35,0,0,
TSLP-AR25-075-019-12,AR25-075,AR25-075-020,9/8/2025 9:27,12,19.38,16.44,84.8,17.4,357,8.58,0.47,3.67,1.44,7.91,0.05,2.2,132.2,11.9,28.2,42.5,7.23,6065.46,,7.1,6.95,7.25,35,7.68,0.0384,
TSLP-AR25-075-019-13,AR25-075,AR25-075-020,9/9/2025 9:21,13,19.49,15.7,80.5,17.21,343,8.87,0.49,0.78,0.97,6.98,0.06,2.31,130,16.8,42.9,42.2,7.2,6534.48,,7.1,6.95,7.25,35,0,0,
TSLP-AR25-075-019-14,AR25-075,AR25-075-020,9/10/2025 8:04,14,18.03,13.99,77.6,17.49,384,8.98,0.47,3.67,1.84,8.71,0.11,2.36,138.7,10.9,27.4,21.5,7.21,7085.475,,7.1,6.95,7.25,35,0,0,
TSLP-AR25-075-020-00,AR25-075,AR25-075-020,8/27/2025 14:00,0,1.24,1.2,97.4,14.61,318,0.85,0.73,8.06,1.37,2.37,0.12,6.99,104.7,14.3,10,128.7,7.76,73.76566,,7.1,6.95,7.25,36.5,0,0,
TSLP-AR25-075-020-01,AR25-075,AR25-075-020,8/28/2025 9:10,1,1.46,1.42,97.6,15.54,317,0.99,0.72,7.67,1.19,2.5,0.38,6.87,103.7,19.7,44.4,89,7.25,81.2229,,7.1,6.95,7.25,36.5,0,0,
TSLP-AR25-075-020-02,AR25-075,AR25-075-020,8/29/2025 9:02,2,2.78,2.72,97.8,15.52,312,1.31,0.72,7.03,1.07,2.76,0.67,6.68,104.4,10.1,25,101.2,7.21,83.41785,,7.1,6.95,7.25,36.5,0,0,
TSLP-AR25-075-020-03,AR25-075,AR25-075-020,8/30/2025 9:03,3,5.41,5.32,98.3,15.37,303,1.75,0.71,5.73,0.88,3.21,0.85,6.13,102.7,7,25.4,74.9,7.04,150.4419,,7.1,6.95,7.25,36.5,7.68,0.0384,
TSLP-AR25-075-020-04,AR25-075,AR25-075-020,8/31/2025 9:01,4,9.3,9.04,97.2,15.33,360,3.11,0.67,10.22,0.95,4.87,1.01,5.34,108.6,3.3,16.6,69,6.9,,,7.1,6.95,7.25,36.5,0,0,
TSLP-AR25-075-020-05,AR25-075,AR25-075-020,9/1/2025 10:27,5,13.22,12.86,97.3,15.44,337,4.13,0.65,7.77,1.08,5.58,0.84,4.44,110,10.7,39.1,64.8,7.04,752.3214,,7.1,6.95,7.25,35,0,0,
TSLP-AR25-075-020-06,AR25-075,AR25-075-020,9/2/2025 9:25,6,17.16,16.62,96.9,15.23,304,3.15,0.64,5.27,0.91,5.66,0.34,3.61,113.9,14.6,37.1,38.3,7.2,1315.818,,7.1,6.95,7.25,35,9.64,0.0482,
TSLP-AR25-075-020-07,AR25-075,AR25-075-020,9/3/2025 9:25,7,19.71,19.04,96.6,16.3,358,4.65,0.57,9.22,1.22,7.04,0.14,2.66,118.6,13.4,38.3,32.4,7.15,1620.465,,7.1,6.95,7.25,35,0,0,
TSLP-AR25-075-020-08,AR25-075,AR25-075-020,9/4/2025 9:32,8,18.76,18.06,96.3,16.91,318,4.81,,5.11,0.79,6.36,0.06,2.04,120.4,14.2,36,30.9,7.2,2954.355,,7.1,6.95,7.25,35,9.64,0.0482,
TSLP-AR25-075-020-09,AR25-075,AR25-075-020,9/5/2025 10:28,9,20.22,19.06,94.3,17.48,368,,0.54,8.22,1.26,7.65,0.04,1.81,,9.8,25.6,30.8,7.19,3749.55,,7.1,6.95,7.25,35,0,0,
TSLP-AR25-075-020-10,AR25-075,AR25-075-020,9/6/2025 9:47,10,20.15,18.55,92,17.51,340,6.74,0.47,4.12,0.94,6.81,0.01,1.65,125.7,11.3,26.9,27.3,7.23,4712.79,,7.1,6.95,7.25,35,8.66,0.0433,
TSLP-AR25-075-020-11,AR25-075,AR25-075-020,9/7/2025 9:42,11,19.32,17.34,89.8,17.86,383,7.59,0.44,6.71,1.75,7.92,0.07,1.78,130.4,9.5,25.3,18.3,7.18,5612.265,,7.1,6.95,7.25,35,0,0,
TSLP-AR25-075-020-12,AR25-075,AR25-075-021,9/8/2025 9:33,12,19.73,16.72,84.8,17.47,357,8.38,0.46,3.23,1.27,7.5,0.05,2.09,130.6,11.7,27.5,28.2,7.23,5937.75,,7.1,6.95,7.25,35,7.68,0.0384,
TSLP-AR25-075-020-13,AR25-075,AR25-075-021,9/9/2025 9:31,13,19.58,16,81.7,17.2,337,9,0.49,0.41,0.9,6.8,0.05,2.35,131.1,16.6,41.1,50.7,7.21,,,7.1,6.95,7.25,35,0,0,
TSLP-AR25-075-020-14,AR25-075,AR25-075-021,9/10/2025 8:11,14,16.96,13.37,78.8,17.7,382,8.67,0.46,3.14,1.86,8.14,0.07,2.26,135,10.8,27,26.3,7.21,7285.86,,7.1,6.95,7.25,35,0,0,
TSLP-AR25-075-021-00,AR25-075,AR25-075-021,8/27/2025 14:06,0,1.31,1.26,96.4,14.48,315,0.81,0.7,7.99,1.27,2.51,0.18,6.99,104.8,12.9,8.5,119,7.79,75.7026,,7.1,6.95,7.25,36.5,0,0,
TSLP-AR25-075-021-01,AR25-075,AR25-075-021,8/28/2025 9:38,1,1.59,1.56,97.9,15.35,319,1,0.7,7.66,,,0.59,6.77,102.6,19,47,72.5,7.21,76.6803,,7.1,6.95,7.25,36.5,0,0,
TSLP-AR25-075-021-02,AR25-075,AR25-075-021,8/29/2025 9:08,2,3.22,3.15,97.8,15.18,313,1.32,0.73,6.8,1.23,2.96,0.8,6.62,103.2,8.9,21.8,100.5,7.22,84.04785,,7.1,6.95,7.25,36.5,0,0,
TSLP-AR25-075-021-03,AR25-075,AR25-075-021,8/30/2025 9:09,3,6.47,6.38,98.6,15.09,303,1.73,0.7,5.6,0.86,3.14,0.96,6.05,104.5,7,27.2,72.1,7.01,,,7.1,6.95,7.25,36.5,7.68,0.0384,
TSLP-AR25-075-021-04,AR25-075,AR25-075-021,8/31/2025 9:08,4,10.59,10.33,97.5,14.9,364,3.08,0.65,10.63,1.1,4.71,0.99,5.21,110.4,4.3,21,68.1,6.92,,,7.1,6.95,7.25,36.5,0,0,
TSLP-AR25-075-021-05,AR25-075,AR25-075-021,9/1/2025 10:34,5,14.58,14.21,97.4,15.22,339,4.18,0.63,8.19,1.06,5.5,0.55,4.34,110.5,14.6,47.7,53.2,7.09,787.5541,,7.1,6.95,7.25,35,0,0,
TSLP-AR25-075-021-06,AR25-075,AR25-075-021,9/2/2025 9:32,6,17.55,16.92,96.4,15.17,309,3.96,0.62,5.85,0.81,5.59,0.09,3.57,112.5,19.4,46.2,41,7.23,1355.398,,7.1,6.95,7.25,35,9.64,0.0482,
TSLP-AR25-075-021-07,AR25-075,AR25-075-021,9/3/2025 9:32,7,19.51,18.89,96.8,16.2,370,5.7,0.56,10.44,1.12,7,0.08,2.78,120.2,15.6,40.1,33.3,7.19,1619.01,,7.1,6.95,7.25,35,0,0,
TSLP-AR25-075-021-08,AR25-075,AR25-075-021,9/4/2025 10:59,8,18.9,18.14,96,16.8,430,5.9,,14.64,1.51,7.75,0.04,2.12,129.3,14.9,43.3,26.2,7.14,2892.39,,7.1,6.95,7.25,35,9.64,0.0482,
TSLP-AR25-075-021-09,AR25-075,AR25-075-021,9/5/2025 10:36,9,19.36,18.44,95.2,17.53,387,,0.55,10.28,1.36,7.7,0.04,1.9,,12.1,28.1,21.6,7.24,3700.035,,7.1,6.95,7.25,35,0,0,
TSLP-AR25-075-021-10,AR25-075,AR25-075-021,9/6/2025 10:01,10,19.47,17.94,92.2,17.57,352,8.18,0.48,6.21,1.36,7.17,0.06,1.76,128.2,13.2,29.7,25.3,7.25,4586.31,,7.1,6.95,7.25,35,8.66,0.0433,
TSLP-AR25-075-021-11,AR25-075,AR25-075-021,9/7/2025 9:50,11,19.14,16.85,88,17.71,405,8.78,0.45,9.1,1.97,8.39,0.06,2.04,132.6,10.5,25.4,25.8,7.22,5180.895,,7.1,6.95,7.25,35,0,0,
TSLP-AR25-075-021-12,AR25-075,AR25-075-022,9/8/2025 10:04,12,20.75,16.77,80.8,16.97,379,9.74,0.42,5.76,1.51,8.43,0.04,2.48,133.5,12,27,34.4,7.25,5709.495,,7.1,6.95,7.25,35,7.68,0.0384,
TSLP-AR25-075-021-13,AR25-075,AR25-075-022,9/9/2025 9:38,13,21.08,15.92,75.5,16.65,358,9.6,0.4,2.76,1.16,7.23,0.06,2.7,130.7,13.7,29.9,35.9,7.27,6246.69,,7.1,6.95,7.25,35,0,0,
TSLP-AR25-075-021-14,AR25-075,AR25-075-022,9/10/2025 8:20,14,19.97,14.13,70.8,16.98,417,10.16,0.37,6.44,1.9,8.61,0.1,2.81,135.8,9.8,25.9,43.7,7.18,6547.23,,7.1,6.95,7.25,35,0,0,
TSLP-AR25-075-022-00,AR25-075,AR25-075-022,8/27/2025 14:11,0,1.28,1.23,96.2,14.49,313,0.82,0.65,7.85,1.24,2.4,0.18,6.76,104,11.9,7.7,126.3,7.79,80.53665,,7.1,6.95,7.25,36.5,0,0,
TSLP-AR25-075-022-01,AR25-075,AR25-075-022,8/28/2025 9:44,1,1.64,1.56,94.8,15.25,320,0.96,0.67,7.52,,,0.45,6.7,103.2,18.7,50.9,77.8,7.17,80.1999,,7.1,6.95,7.25,36.5,0,0,
TSLP-AR25-075-022-02,AR25-075,AR25-075-022,8/29/2025 9:14,2,3.33,3.27,98,15.28,313,1.29,0.69,6.84,1.04,2.77,0.83,6.54,104.9,8.7,22.1,99,7.2,85.36305,,7.1,6.95,7.25,36.5,0,0,
TSLP-AR25-075-022-03,AR25-075,AR25-075-022,8/30/2025 9:15,3,6.47,6.39,98.8,15.12,311,1.73,0.69,5.6,0.97,3.09,0.99,5.95,104.4,6.7,26.4,75.1,7.01,,,7.1,6.95,7.25,36.5,7.68,0.0384,
TSLP-AR25-075-022-04,AR25-075,AR25-075-022,8/31/2025 9:14,4,11.33,11.06,97.6,15,363,3.07,0.65,10.28,1.08,4.7,0.97,5.14,111.9,4.7,21.6,69.8,6.94,,,7.1,6.95,7.25,36.5,0,0,
TSLP-AR25-075-022-05,AR25-075,AR25-075-022,9/1/2025 7:01,5,14.55,14.26,98,15.11,337,4.1,0.66,8.52,1.29,5.79,0.62,4.41,113.2,13.9,45.2,34.1,7.09,859.0532,,7.1,6.95,7.25,35,0,0,
TSLP-AR25-075-022-06,AR25-075,AR25-075-022,9/2/2025 9:39,6,17.85,17.3,96.9,15.11,303,3.56,0.62,5.25,0.68,5.45,0.13,3.42,111.9,18.3,41.2,36.9,7.25,1406.897,,7.1,6.95,7.25,35,9.64,0.0482,
TSLP-AR25-075-022-07,AR25-075,AR25-075-022,9/3/2025 9:39,7,20.03,19.43,97,16.09,364,5.33,0.55,9.51,0.96,6.71,0.08,2.59,118.7,14.6,36.7,31.5,7.2,1699.17,,7.1,6.95,7.25,35,0,0,
TSLP-AR25-075-022-08,AR25-075,AR25-075-022,9/4/2025 9:45,8,20.1,19.47,96.9,16.84,323,5.38,,5.59,0.74,5.66,0.08,2.03,120.8,15.9,37.8,23.4,7.23,3007.2,,7.1,6.95,7.25,35,9.64,0.0482,
TSLP-AR25-075-022-09,AR25-075,AR25-075-022,9/5/2025 10:44,9,19.82,18.97,95.7,17.53,375,,0.56,9.3,1.15,7.29,0.04,1.71,,12,30.1,36.8,7.21,3737.67,,7.1,6.95,7.25,35,0,0,
TSLP-AR25-075-022-10,AR25-075,AR25-075-022,9/6/2025 10:13,10,19.69,18.5,93.9,17.51,339,7.5,0.5,5.18,0.94,6.67,0.08,1.53,127.3,12.8,29.1,17.9,7.25,4546.59,,7.1,6.95,7.25,35,8.66,0.0433,
TSLP-AR25-075-022-11,AR25-075,AR25-075-022,9/7/2025 10:00,11,18.68,17.32,92.7,17.97,393,7.91,0.46,7.78,1.68,7.65,0.02,1.52,131.3,9.6,24.8,18.5,7.19,5393.46,,7.1,6.95,7.25,35,0,0,
TSLP-AR25-075-022-12,AR25-075,AR25-075-022,9/8/2025 10:11,12,19.23,17.41,90.5,17.56,358,8.45,0.47,3.53,1.14,7.45,0.07,1.82,131.1,11.3,26.8,25.4,7.23,5882.37,,7.1,6.95,7.25,35,7.68,0.0384,
TSLP-AR25-075-022-13,AR25-075,AR25-075-022,9/9/2025 9:45,13,20.07,17.97,89.5,17.41,342,9.03,0.48,0.58,1.07,6.39,0.01,2.09,132.9,15,36.6,37.6,7.22,6444.24,,7.1,6.95,7.25,35,0,0,
TSLP-AR25-075-022-14,AR25-075,AR25-075-022,9/10/2025 8:28,14,18.54,16.28,87.8,17.74,389,8.76,0.43,2.84,1.75,7.86,0.07,2.02,136.2,9.4,24.3,21.9,7.19,,,7.1,6.95,7.25,35,0,0,
