Experiment,Batch,Sample_Time,Day,TCC,VCC,Viability,Diameter,Osmolality,Ammonium,Calcium,Glucose,Glutamine,Glutamate,Lactate,pH,CO2,pO2,Potassium,Sodium,Bicarbonate,pCO2 at Temp,pO2 at Temp,pH at Temp,IGG,DO,pH_setpoint,pH_setpoint_low,pH_setpoint_high,Temperature,Feed_Time_Offset,Bolus_Feed,Cumulative_Feed,Cumulative_Glucose,Normalized_Bolus_Feed,Cumulative_Normalized_Feed,Cumulative_Normalized_Glucose,Volume
AR25-064,AR25-064-001,7/2/2025 11:36,0,0.5785,0.5721,98.9,15.71,321,0.59,0.71,8.06,1.33,2.69,0.1,7.25,49.9,137.4,6.77,103.3,22.1,48.8,134.3,7.26,79.38975,40,7.1,6.95,7.25,36.5,,0,,,0,,,199.99
AR25-064,AR25-064-002,7/2/2025 11:46,0,1.2195,1.2037,98.7,15.29,328,0.69,0.7,7.8,1.29,2.8,0.21,7.17,61,107,6.72,103.1,22.4,59.7,104,7.18,75.18855,40,7.1,6.95,7.25,36.5,,0,,,0,,,200.03
AR25-064,AR25-064-003,7/2/2025 11:56,0,1.2482,1.2252,98.2,15.12,324,0.69,0.69,7.83,1.28,2.8,0.22,7.21,50.7,114.1,6.72,102.8,20.2,49.7,111.1,7.21,75.18855,40,7.1,6.95,7.25,36.5,,0,,,0,,,199.98
AR25-064,AR25-064-004,7/2/2025 12:07,0,0.6158,0.6079,98.7,15.43,328,0.59,0.71,8.18,1.32,2.72,0.12,7.16,65,127.1,6.86,103.5,23.3,63.6,124,7.17,72.24706,40,7.1,6.95,7.25,36.5,,0,,,0,,,199.98
AR25-064,AR25-064-005,7/2/2025 12:17,0,1.1936,1.1858,99.3,15.49,327,0.7,0.7,7.87,1.27,2.81,0.23,7.2,55.7,102.7,6.76,103.9,21.7,54.5,99.8,7.2,73.8954,40,7.1,6.95,7.25,36.5,,0,,,0,,,199.98
AR25-064,AR25-064-006,7/2/2025 12:27,0,1.203,1.1721,97.4,15.14,323,0.7,0.69,7.76,1.25,2.79,0.23,7.28,43.3,106.8,6.7,103.4,20.3,42.4,103.8,7.28,74.63235,40,7.2,7.05,7.35,36.5,,0,,,0,,,199.98
AR25-064,AR25-064-007,7/2/2025 12:37,0,1.2791,1.2633,98.8,15.45,325,0.71,0.7,7.83,1.26,2.8,0.23,7.21,53.7,101.7,6.77,103.7,21.4,52.5,98.7,7.22,73.21845,40,7.1,6.95,7.25,36.5,,0,,,0,,,199.98
AR25-064,AR25-064-008,7/2/2025 12:47,0,1.3501,1.3185,97.7,14.95,322,0.71,0.69,7.78,1.25,2.81,0.24,7.35,34.1,112.1,6.74,103.5,19,33.4,109,7.36,75.1713,40,7.3,7.15,7.45,36.5,,0,,,0,,,199.98
AR25-064,AR25-064-009,7/2/2025 12:56,0,1.1585,1.1377,98.2,15.4,327,0.71,0.7,7.75,1.22,2.78,0.23,7.22,49.9,105.3,6.66,102.3,20.6,48.9,102.3,7.23,73.9461,40,7.1,6.95,7.25,36.5,,0,,,0,,,199.98
AR25-064,AR25-064-010,7/2/2025 13:13,0,2.5596,2.5194,98.4,15.31,316,0.94,0.68,7.02,0.85,2.94,0.41,7.14,56.4,97.2,6.38,102.1,19.3,55.1,94.3,7.15,85.3305,40,7.1,6.95,7.25,36.5,,0,,,0,,,199.98
AR25-064,AR25-064-011,7/2/2025 13:23,0,1.2245,1.2059,98.5,15.27,325,0.72,0.7,7.83,1.1,2.78,0.21,7.24,45.8,115.4,6.72,102.3,19.8,44.9,112.4,7.25,71.48055,40,7.1,6.95,7.25,36.5,,0,,,0,,,199.98
AR25-064,AR25-064-012,7/2/2025 13:33,0,2.3837,2.3579,98.9,15.29,319,0.95,0.69,7.08,1.1,2.93,0.42,7.14,56.8,93.4,6.43,101.4,19.4,55.6,90.7,7.15,78.40981,40,7.1,6.95,7.25,36.5,,0,,,0,,,199.98
AR25-064,AR25-064-013,7/2/2025 13:45,0,1.231,1.203,97.7,15.25,324,0.73,0.69,7.79,1.21,2.77,0.23,7.37,33,107.3,6.67,101.5,19.1,32.3,104.2,7.38,73.4844,40,7.3,7.15,7.45,36.5,,0,,,0,,,199.98
AR25-064,AR25-064-014,7/2/2025 13:55,0,1.0831,1.0745,99.2,15.82,326,0.73,0.7,7.81,1.22,2.73,0.21,7.14,70.2,102,6.69,102.3,23.7,68.7,99.1,7.14,77.45805,40,7,6.85,7.15,36.5,,0,,,0,,,199.98
AR25-064,AR25-064-015,7/2/2025 14:05,0,1.18,1.1642,98.7,15.66,327,0.73,0.7,7.78,1.2,2.72,0.2,7.04,91.2,100.4,6.63,101.5,24.7,89.1,97.4,7.05,75.38505,40,6.9,6.75,7.05,36.5,,0,,,0,,,199.98
AR25-064,AR25-064-016,7/2/2025 14:15,0,1.1814,1.1685,98.9,15.59,327,0.73,0.7,7.78,1.19,2.72,0.2,7.12,71.1,110.5,6.66,101.8,23.4,69.5,107.5,7.13,75.3507,40,7,6.85,7.15,36.5,,0,,,0,,,199.98
AR25-064,AR25-064-017,7/2/2025 14:25,0,1.2626,1.2482,98.9,15.3,325,0.74,0.7,7.77,1.21,2.78,0.23,7.32,34,118.8,6.72,102.4,17.7,33.2,115.6,7.33,75.5919,40,7.2,7.05,7.35,36.5,,0,,,0,,,199.98
AR25-064,AR25-064-018,7/2/2025 14:36,0,1.198,1.1779,98.3,15.53,328,0.74,0.7,7.83,1.21,2.78,0.23,7.2,54.2,99.1,6.74,103.3,21.5,53.1,96.3,7.21,76.37926,40,7.1,6.95,7.25,36.5,,0,,,0,,,199.98
AR25-064,AR25-064-019,7/2/2025 14:45,0,1.1807,1.1664,98.8,15.62,326,0.74,0.69,7.64,1.2,2.73,0.23,7.2,55.5,103.6,6.59,101,21.7,54.3,100.6,7.21,72.87315,40,7.1,6.95,7.25,36.5,,0,,,0,,,199.98
AR25-064,AR25-064-020,7/2/2025 14:56,0,1.1362,1.1219,98.7,15.7,325,0.74,0.71,7.83,1.22,2.73,0.22,7.05,90.7,104.7,6.72,103,24.9,88.8,101.7,7.05,69.9555,40,6.9,6.75,7.05,36.5,,0,,,0,,,199.98
AR25-064,AR25-064-021,7/2/2025 15:13,0,1.1728,1.1592,98.8,15.57,329,0.75,0.7,7.82,0.91,2.84,0.24,7.23,50.3,102.4,6.74,103.2,20.9,49.2,99.3,7.23,74.29995,40,7.1,6.95,7.25,36.5,,0,,,0,,,199.98
AR25-064,AR25-064-022,7/2/2025 15:23,0,1.1786,1.1635,98.7,15.46,328,0.75,0.7,7.83,1.08,2.8,0.23,7.22,53.7,102.9,6.71,102.1,22.1,52.5,99.9,7.23,73.2393,40,7.1,6.95,7.25,36.5,,0,,,0,,,199.98
AR25-064,AR25-064-023,7/2/2025 15:33,0,1.1247,1.1118,98.9,15.68,329,0.74,0.7,7.92,1.14,2.81,0.23,7.23,53,98.3,6.74,102.8,22,51.9,95.5,7.23,74.33415,40,7.1,6.95,7.25,36.5,,0,,,0,,,199.98
AR25-064,AR25-064-024,7/2/2025 15:43,0,1.1563,1.1448,99,15.63,324,0.75,0.7,7.86,1.19,2.82,0.24,7.24,51.4,107.9,6.75,102.7,22,50.2,104.8,7.25,74.12251,40,7.1,6.95,7.25,36.5,,0,,,0,,,198.18
AR25-064,AR25-064-001,7/3/2025 6:12,1,0.908,0.8936,98.4,15.77,326,0.75,0.73,8.02,1.33,2.88,0.22,7.26,48.7,124.2,6.83,102.2,21.8,47.7,121.1,7.26,74.0268,40,7.1,6.95,7.25,36.5,,0,,,0,,,197.16
AR25-064,AR25-064-002,7/3/2025 6:23,1,1.9739,1.9344,98,15.61,322,0.88,0.71,7.47,1.19,2.98,0.43,7.23,46.1,98.3,6.65,102,19.5,45.1,95.3,7.24,79.986,40,7.1,6.95,7.25,36.5,,0,,,0,,,197.21
AR25-064,AR25-064-003,7/3/2025 6:33,1,1.9746,1.9344,98,15.6,322,0.89,0.7,7.43,1.18,3.01,0.43,7.21,48.9,99.2,6.6,101.5,19.6,47.9,96.3,7.22,79.986,40,7.1,6.95,7.25,36.5,,0,,,0,,,197.16
AR25-064,AR25-064-004,7/3/2025 6:42,1,0.9769,0.9597,98.2,15.96,330,0.75,0.72,8,1.23,2.85,0.24,7.25,50.9,109.8,6.83,102.1,22.1,49.8,106.8,7.25,69.89235,40,7.1,6.95,7.25,36.5,,0,,,0,,,197.18
AR25-064,AR25-064-005,7/3/2025 6:52,1,1.8942,1.8648,98.4,15.63,319,0.89,0.71,7.44,1.2,2.97,0.45,7.21,48,86.5,6.67,102.1,19.2,47,83.8,7.22,76.1367,40,7.1,6.95,7.25,36.5,,0,,,0,,,197.16
AR25-064,AR25-064-006,7/3/2025 7:02,1,1.8913,1.8612,98.4,15.62,325,0.89,0.7,7.39,1.16,3.02,0.47,7.34,30.9,97.1,6.62,101.1,16.8,30.2,94.2,7.35,75.05445,40,7.2,7.05,7.35,36.5,,0,,,0,,,197.16
AR25-064,AR25-064-007,7/3/2025 6:02,1,1.8999,1.8748,98.7,15.82,326,0.89,0.7,7.48,1.26,3.01,0.43,7.21,49.2,97.4,6.58,101.3,19.7,48.2,94.5,7.22,76.8306,40,7.1,6.95,7.25,36.5,,0,,,0,,,197.16
AR25-064,AR25-064-008,7/3/2025 7:13,1,1.8698,1.8296,97.9,15.57,317,0.9,0.69,7.41,0.84,3.12,0.49,7.44,18.9,95.2,6.59,101.2,12.7,18.5,92.5,7.44,78.6633,40,7.3,7.15,7.45,36.5,,0,,,0,,,195.36
AR25-064,AR25-064-009,7/3/2025 7:23,1,1.8468,1.8167,98.4,15.71,321,0.87,0.69,7.45,1.01,3,0.43,7.26,41.7,113.2,6.56,100.8,18.7,40.8,110.2,7.26,75.32895,40,7.1,6.95,7.25,36.5,,0,,,0,,,197.16
AR25-064,AR25-064-010,7/3/2025 7:33,1,3.98,3.9169,98.4,15.44,309,1.16,0.68,6.34,0.96,3.26,0.74,7.21,35.4,90.5,6.18,100.3,14.2,34.6,87.6,7.22,124.7944,40,7.1,6.95,7.25,36.5,,0,,,0,,,197.15
AR25-064,AR25-064-011,7/3/2025 7:43,1,1.877,1.8497,98.5,15.8,324,0.88,0.7,7.48,1.11,3.03,0.44,7.25,42.9,97.5,6.62,102.1,18.8,41.9,94.6,7.26,77.0826,40,7.1,6.95,7.25,36.5,,0,,,0,,,197.16
AR25-064,AR25-064-012,7/3/2025 7:53,1,3.7489,3.7173,99.2,15.66,314,1.16,0.69,6.3,1.01,3.26,0.78,7.2,33.5,89.3,6.23,101,13.1,32.8,86.6,7.21,124.2512,40,7.1,6.95,7.25,36.5,,0,,,0,,,197.15
AR25-064,AR25-064-013,7/3/2025 8:05,1,2.0019,1.9602,97.9,15.75,318,0.91,0.69,7.34,1.12,3.09,0.5,7.43,20.8,103.7,6.58,101.7,14,20.4,100.8,7.44,77.4285,40,7.3,7.15,7.45,36.5,,0,,,0,,,197.16
AR25-064,AR25-064-014,7/3/2025 8:15,1,1.8346,1.8052,98.4,15.86,322,0.87,0.7,7.49,1.13,2.93,0.42,7.11,65.9,102,6.56,101.3,21.1,64.4,99,7.12,78.1107,40,7,6.85,7.15,36.5,,0,,,0,,,197.15
AR25-064,AR25-064-015,7/3/2025 8:25,1,1.8267,1.8009,98.6,15.99,323,0.88,0.71,7.46,1.09,2.88,0.39,7.05,81.3,105.8,6.56,101.5,22.6,79.6,102.8,7.06,74.48775,40,6.9,6.75,7.05,36.5,,0,,,0,,,197.15
AR25-064,AR25-064-016,7/3/2025 8:35,1,1.8217,1.7959,98.6,15.92,327,0.88,0.71,7.5,1.12,2.96,0.42,7.14,62.3,105.9,6.62,102.3,21.4,61,102.9,7.15,76.8468,40,7,6.85,7.15,36.5,,0,,,0,,,197.15
AR25-064,AR25-064-017,7/3/2025 8:45,1,1.8052,1.7736,98.3,15.64,322,0.89,0.69,7.33,1.1,3.04,0.47,7.35,26.8,99.4,6.52,100.8,15,26.2,96.5,7.36,77.48295,40,7.2,7.05,7.35,36.5,,0,,,0,,,197.16
AR25-064,AR25-064-018,7/3/2025 8:55,1,1.8317,1.8066,98.6,15.78,320,0.89,0.7,7.42,1.11,3.01,0.46,7.25,42.1,93.4,6.59,101.6,18.4,41.2,90.4,7.26,79.46519,40,7.1,6.95,7.25,36.5,,0,,,0,,,197.15
AR25-064,AR25-064-019,7/3/2025 9:13,1,1.9975,1.9631,98.3,15.86,324,0.91,0.7,7.4,0.83,3.06,0.49,7.23,44.3,95,6.61,101.8,18.7,43.3,92,7.24,69.07275,40,7.1,6.95,7.25,36.5,,0,,,0,,,197.15
AR25-064,AR25-064-020,7/3/2025 9:23,1,1.8899,1.8597,98.4,16.01,325,0.89,0.72,7.59,1.01,2.93,0.41,7.02,97.9,95,6.61,102.4,25.6,95.9,92.2,7.03,73.87005,40,6.9,6.75,7.05,36.5,,0,,,0,,,197.15
AR25-064,AR25-064-021,7/3/2025 9:59,1,1.9136,1.882,98.3,15.87,323,0.9,0.7,7.48,1.18,3.05,0.46,7.2,48.2,102.3,6.58,101.9,18.9,47.2,99.4,7.21,77.9637,40,7.1,6.95,7.25,36.5,,0,,,0,,,195.35
AR25-064,AR25-064-022,7/3/2025 10:11,1,1.7715,1.7521,98.9,15.97,323,0.9,0.71,7.52,1.15,3.06,0.46,7.25,42.3,99.1,6.63,102.2,18.7,41.4,96.2,7.26,74.41035,40,7.1,6.95,7.25,36.5,,0,,,0,,,195.35
AR25-064,AR25-064-023,7/3/2025 10:21,1,1.7549,1.7205,98,15.87,321,0.9,0.71,7.55,1.13,3.04,0.46,7.2,44.4,95.8,6.64,102.3,17.6,43.5,92.9,7.21,73.0209,40,7.1,6.95,7.25,36.5,,0,,,0,,,195.35
AR25-064,AR25-064-024,7/3/2025 10:31,1,1.8468,1.8145,98.3,15.79,328,0.89,0.7,7.45,1.09,3.03,0.47,7.21,50.2,94,6.59,102,20.2,49.1,91.1,7.22,77.51745,40,7.1,6.95,7.25,36.5,,0,,,0,,,195.35
AR25-064,AR25-064-001,7/4/2025 6:02,2,1.6667,1.6243,97.5,16.03,320,0.92,0.73,7.66,1.2,3.2,0.46,7.23,45.6,85.3,6.68,102.2,19.3,44.5,82.4,7.24,79.45486,40,7.1,6.95,7.25,36.5,,0,,,0,,,194.33
AR25-064,AR25-064-002,7/4/2025 6:12,2,3.4553,3.4123,98.8,15.96,315,1.18,0.71,6.57,1.06,3.38,0.77,7.21,33.9,89.3,6.34,100.8,13.4,33.2,86.5,7.21,99.68671,40,7.1,6.95,7.25,36.5,,0,,,0,,,194.37
AR25-064,AR25-064-003,7/4/2025 6:22,2,3.5867,3.553,99.1,15.79,315,1.2,0.71,6.63,1.03,3.37,0.74,7.21,34.9,83.7,6.37,101.6,14,34.2,81,7.22,99.68671,40,7.1,6.95,7.25,36.5,,0,,,0,,,194.32
AR25-064,AR25-064-004,7/4/2025 6:32,2,1.7262,1.6939,98.1,15.94,331,0.92,0.72,7.6,1.1,3.11,0.45,7.22,51.1,106.1,6.71,102.1,20.9,50,103,7.23,75.6705,40,7.1,6.95,7.25,36.5,,0,,,0,,,194.34
AR25-064,AR25-064-005,7/4/2025 6:42,2,3.4898,3.4424,98.6,15.79,318,1.19,0.71,6.57,1.01,3.3,0.75,7.2,36.7,84.1,6.34,101.2,14.4,35.9,81.4,7.21,100.0735,40,7.1,6.95,7.25,36.5,,0,,,0,,,194.32
AR25-064,AR25-064-006,7/4/2025 6:52,2,3.4151,3.3714,98.7,15.84,317,1.21,0.7,6.54,1.05,3.41,0.8,7.29,23.5,85.5,6.35,100.5,11.4,22.9,82.7,7.3,92.6625,40,7.2,7.05,7.35,36.5,,0,,,0,,,194.33
AR25-064,AR25-064-007,7/4/2025 7:02,2,3.4884,3.4381,98.6,15.87,315,1.21,0.71,6.56,1.02,3.32,0.77,7.22,32.6,84.4,6.35,100.9,13.5,31.9,81.8,7.23,77.32124,40,7.1,6.95,7.25,36.5,,0,,,0,,,194.32
AR25-064,AR25-064-008,7/4/2025 7:13,2,3.1761,3.1345,98.7,15.85,316,1.27,0.71,6.55,0.79,3.55,0.88,7.28,21.2,87.4,6.39,101.7,10.1,20.8,84.7,7.29,85.61505,40,7.3,7.15,7.45,36.5,,0,,,0,,,192.53
AR25-064,AR25-064-009,7/4/2025 7:23,2,3.2953,3.2544,98.8,15.83,320,1.19,0.7,6.58,0.9,3.33,0.75,7.23,30.5,86.8,6.28,100.4,12.7,29.8,84,7.23,96.2271,40,7.1,6.95,7.25,36.5,,0,,,0,,,194.32
AR25-064,AR25-064-010,7/4/2025 7:33,2,6.2618,6.203,99.1,15.94,297,1.62,0.69,4.89,0.88,3.58,0.99,7.03,37.5,74.3,5.65,101,10,36.7,71.8,7.04,239.0262,40,7.1,6.95,7.25,36.5,,0,,,0,,,194.32
AR25-064,AR25-064-011,7/4/2025 7:44,2,3.334,3.2974,98.9,15.85,314,1.2,0.71,6.67,0.97,3.38,0.78,7.22,31.4,88.1,6.43,102.3,13,30.7,85.4,7.23,98.9283,40,7.1,6.95,7.25,36.5,,0,,,0,,,194.32
AR25-064,AR25-064-012,7/4/2025 7:55,2,6.5496,6.4915,99.1,15.92,296,1.67,0.7,4.76,0.86,3.62,1.03,7.01,36,75.8,5.66,101.3,9.2,35.3,73.3,7.02,230.5368,40,7.1,6.95,7.25,36.5,,0,,,0,,,194.32
AR25-064,AR25-064-013,7/4/2025 8:07,2,3.3922,3.3434,98.6,15.9,311,1.27,0.71,6.48,1,3.49,0.86,7.26,23.1,87.5,6.37,102,10.5,22.5,84.5,7.27,93.7533,40,7.3,7.15,7.45,36.5,,0,,,0,,,194.33
AR25-064,AR25-064-014,7/4/2025 8:17,2,3.4884,3.4489,98.9,15.87,317,1.18,0.72,6.7,0.98,3.27,0.77,7.14,43,88.9,6.37,102,14.6,42.1,86.1,7.14,98.23665,40,7,6.85,7.15,36.5,,0,,,0,,,194.32
AR25-064,AR25-064-015,7/4/2025 8:27,2,3.5314,3.4927,98.9,15.96,320,1.17,0.72,6.69,0.99,3.16,0.72,7.04,62.6,88,6.32,101.7,16.8,61.2,85.3,7.04,100.872,40,6.9,6.75,7.05,36.5,,0,,,0,,,194.32
AR25-064,AR25-064-016,7/4/2025 8:37,2,3.4194,3.3742,98.7,15.82,321,1.18,0.72,6.66,0.98,3.21,0.76,7.1,48.5,83.2,6.36,102.3,15.2,47.5,80.5,7.11,93.5322,40,7,6.85,7.15,36.5,,0,,,0,,,192.52
AR25-064,AR25-064-017,7/4/2025 8:47,2,3.4539,3.4216,99.1,15.86,313,1.25,0.71,6.54,1,3.42,0.82,7.29,21.4,84.5,6.36,101.9,10.2,20.9,81.7,7.29,88.59765,40,7.2,7.05,7.35,36.5,,0,,,0,,,192.52
AR25-064,AR25-064-018,7/4/2025 8:57,2,3.6197,3.5723,98.7,15.7,315,1.23,0.71,6.5,1.03,3.32,0.79,7.23,31.1,86.6,6.32,101.6,13,30.4,83.8,7.23,101.373,40,7.1,6.95,7.25,36.5,,0,,,0,,,192.52
AR25-064,AR25-064-019,7/4/2025 9:14,2,3.642,3.6039,99,15.89,314,1.26,0.71,6.51,0.84,3.43,0.83,7.21,31.3,83.1,6.32,101.3,12.4,30.6,80.4,7.21,101.097,40,7.1,6.95,7.25,36.5,,0,,,0,,,192.52
AR25-064,AR25-064-020,7/4/2025 9:33,2,3.4955,3.4453,98.6,15.79,318,1.2,0.72,6.8,0.87,3.27,0.68,7,89.3,82.1,6.37,103.1,21.8,87.4,79.5,7,98.3307,40,6.9,6.75,7.05,36.5,,0,,,0,,,192.51
AR25-064,AR25-064-021,7/4/2025 9:43,2,3.4352,3.3936,98.8,15.72,313,1.24,0.72,6.64,0.98,3.41,0.78,7.2,35.1,85.8,6.42,103,13.8,34.3,83.1,7.21,100.9053,40,7.1,6.95,7.25,36.5,,0,,,0,,,192.57
AR25-064,AR25-064-022,7/4/2025 9:53,2,3.5221,3.474,98.6,15.71,312,1.23,0.71,6.55,0.96,3.34,0.77,7.2,36,81.9,6.33,101.6,14.2,35.2,79.2,7.21,97.203,40,7.1,6.95,7.25,36.5,,0,,,0,,,192.57
AR25-064,AR25-064-023,7/4/2025 10:03,2,3.4273,3.3642,98.2,15.82,316,1.21,0.7,6.59,0.96,3.34,0.77,7.2,37.1,85.5,6.33,101.1,14.5,36.3,82.8,7.21,96.939,40,7.1,6.95,7.25,36.5,,0,,,0,,,192.57
AR25-064,AR25-064-024,7/4/2025 10:14,2,3.4517,3.4029,98.6,15.68,316,1.23,0.71,6.58,0.97,3.33,0.78,7.17,40.6,88.2,6.36,101.7,14.9,39.7,85.4,7.18,94.2471,40,7.1,6.95,7.25,36.5,,0,,,0,,,192.57
AR25-064,AR25-064-001,7/5/2025 6:12,3,3.2429,3.2056,98.8,15.79,317,1.28,0.72,6.84,0.91,3.48,0.69,7.22,37.3,81,6.39,100.6,15.2,36.5,78.4,7.22,93.69389,40,7.1,6.95,7.25,36.5,,7.8,,,0.040733198,,,191.49
AR25-064,AR25-064-002,7/5/2025 6:22,3,5.6682,5.6086,98.9,15.86,304,1.78,0.71,5.07,0.83,3.72,1.03,7.03,36.4,69.3,5.78,100.8,9.5,35.6,67,7.03,219.1029,40,7.1,6.95,7.25,36.5,,7.8,,,0.040722564,,,191.54
AR25-064,AR25-064-003,7/5/2025 6:32,3,6.4183,6.3645,99.2,16.05,308,1.79,0.71,5.09,0.82,3.68,1.01,7.05,37.4,71,5.79,101.2,10.2,36.6,68.7,7.05,219.1029,40,7.1,6.95,7.25,36.5,,7.8,,,0.040733198,,,191.49
AR25-064,AR25-064-004,7/5/2025 6:42,3,3.3958,3.3563,98.8,15.77,315,1.32,0.72,6.77,0.86,3.41,0.65,7.17,44.7,72.8,6.35,100.6,16.5,43.7,70.5,7.18,99.6072,40,7.1,6.95,7.25,36.5,,7.8,,,0.040728944,,,191.51
AR25-064,AR25-064-005,7/5/2025 6:52,3,6.0056,5.9532,99.1,15.98,300,1.77,0.71,5.14,0.84,3.66,1.01,7.05,37.2,70.3,5.82,101.1,10.2,36.4,68,7.05,226.2229,40,7.1,6.95,7.25,36.5,,7.8,,,0.040733198,,,191.49
AR25-064,AR25-064-006,7/5/2025 7:02,3,5.9374,5.9008,99.4,16.06,302,1.81,0.72,5.09,0.83,3.67,1.04,7.02,36.1,73.8,5.82,101.8,9.4,35.3,71.4,7.03,219.7579,40,7.2,7.05,7.35,36.5,,7.8,,,0.040733198,,,191.49
AR25-064,AR25-064-007,7/5/2025 7:13,3,6.8346,6.7843,99.3,15.97,302,1.8,0.71,5.08,0.69,3.71,1.02,7.03,37.6,74.1,5.78,102.4,9.8,36.8,71.7,7.03,242.8692,40,7.1,6.95,7.25,36.5,,7.8,,,0.040733198,,,191.49
AR25-064,AR25-064-008,7/5/2025 7:23,3,5.9532,5.9044,99.2,16.08,301,1.83,0.71,5.03,0.75,3.73,1.07,7.04,30.1,77.7,5.74,101.3,8.1,29.5,75.3,7.04,212.0348,40,7.3,7.15,7.45,36.5,,7.8,,,0.041117554,,,189.7
AR25-064,AR25-064-009,7/5/2025 7:33,3,6.3379,6.2941,99.3,15.91,303,1.75,0.7,5.08,0.78,3.62,1.02,7.04,35.6,75.5,5.7,99.9,9.6,34.8,73,7.05,215.6973,40,7.1,6.95,7.25,36.5,,7.8,,,0.040733198,,,191.49
AR25-064,AR25-064-010,7/5/2025 7:43,3,11.1139,11.0256,99.2,15.94,278,2,0.68,2.77,0.51,3.64,0.88,6.98,49.2,58.5,4.79,101.2,11.5,48.1,56.4,6.98,540.0189,40,7.1,6.95,7.25,36.5,,7.8,,,0.040737452,,,191.47
AR25-064,AR25-064-011,7/5/2025 7:53,3,5.9611,5.9072,99.1,15.75,301,1.82,0.72,5.13,0.84,3.68,1.03,7.03,37.3,70.8,5.87,102.6,9.8,36.5,68.5,7.03,222.2135,40,7.1,6.95,7.25,36.5,,7.8,,,0.040733198,,,191.49
AR25-064,AR25-064-012,7/5/2025 6:02,3,10.6797,10.5921,99.2,15.91,278,2.03,0.7,2.89,0.51,3.81,0.93,6.96,48.3,56.8,4.85,100.8,10.9,47.3,54.8,6.97,533.1483,40,7.1,6.95,7.25,36.5,,7.8,,,0.040735325,,,191.48
AR25-064,AR25-064-013,7/5/2025 8:05,3,6.297,6.2331,99,15.9,308,1.83,0.7,4.95,0.82,3.73,1.1,7.08,37.7,76.2,5.73,103.8,11.1,36.9,73.7,7.08,219.5003,40,7.3,7.15,7.45,36.5,,7.8,,,0.040694944,,,191.67
AR25-064,AR25-064-014,7/5/2025 8:15,3,6.3544,6.297,99.1,15.93,299,1.78,0.71,5.08,0.81,3.57,1,7.04,36.7,73.2,5.82,102.1,10,36,70.8,7.05,225.0996,40,7,6.85,7.15,36.5,,7.8,,,0.040735325,,,191.48
AR25-064,AR25-064-015,7/5/2025 8:25,3,6.3257,6.2776,99.2,16.02,304,1.81,0.71,5.28,0.83,3.47,0.93,7.01,51.4,77.2,5.82,102.3,13,50.3,74.6,7.02,241.0623,40,6.9,6.75,7.05,36.5,,7.8,,,0.040949181,,,190.48
AR25-064,AR25-064-016,7/5/2025 8:35,3,6.5288,6.4563,98.9,15.81,299,1.77,0.71,5.12,0.81,3.52,1.02,7.04,37.3,72.6,5.76,102.1,10.2,36.5,70.3,7.05,228.7902,40,7,6.85,7.15,36.5,,7.8,,,0.040735325,,,191.48
AR25-064,AR25-064-017,7/5/2025 8:45,3,6.3042,6.2711,99.5,15.96,305,1.82,0.7,5.01,0.8,3.65,1.04,7,36.9,71.6,5.68,100.6,9.2,36.1,69.3,7.01,214.4844,40,7.2,7.05,7.35,36.5,,7.8,,,0.040733198,,,191.49
AR25-064,AR25-064-018,7/5/2025 8:55,3,6.8339,6.775,99.1,15.87,302,1.83,0.71,4.99,0.81,3.62,1.04,7,38.3,74.6,5.74,102.2,9.5,37.5,72,7.01,229.8121,40,7.1,6.95,7.25,36.5,,7.8,,,0.040735325,,,191.48
AR25-064,AR25-064-019,7/5/2025 9:13,3,6.5216,6.4635,99.1,16,299,1.87,0.71,4.83,0.66,3.71,1.05,6.99,37.8,74.4,5.71,102.7,9.1,36.9,71.9,7,236.5724,40,7.1,6.95,7.25,36.5,,7.8,,,0.040735325,,,191.48
AR25-064,AR25-064-020,7/5/2025 9:24,3,5.8965,5.8161,98.6,15.93,304,1.85,0.7,5.33,0.75,3.47,0.84,6.98,64,74.2,5.77,101.3,15,62.6,71.8,6.98,230.0559,40,6.9,6.75,7.05,36.5,,7.8,,,0.040737452,,,191.47
AR25-064,AR25-064-021,7/5/2025 9:35,3,6.5783,6.5238,99.2,15.92,300,1.82,0.7,4.98,0.76,3.66,1.01,7.02,38.1,76.6,5.72,102,9.8,37.3,74.1,7.02,231.218,40,7.1,6.95,7.25,36.5,,7.8,,,0.040722564,,,191.54
AR25-064,AR25-064-022,7/5/2025 9:45,3,6.4255,6.358,98.9,15.88,305,1.82,0.7,5,0.77,3.65,1,7.03,37.2,70.8,5.73,101.4,9.8,36.4,68.4,7.03,225.7507,40,7.1,6.95,7.25,36.5,,7.8,,,0.040724691,,,191.53
AR25-064,AR25-064-023,7/5/2025 9:55,3,6.1757,6.0939,98.7,15.85,304,1.81,0.7,5.11,0.8,3.61,1.03,7.03,37,74.8,5.79,101.3,9.8,36.2,72.4,7.04,216.3159,40,7.1,6.95,7.25,36.5,,7.8,,,0.040722564,,,191.54
AR25-064,AR25-064-024,7/5/2025 10:05,3,6.3257,6.2597,99,15.93,301,1.8,0.7,4.99,0.77,3.6,1.04,7.03,36.8,74.1,5.7,100.5,9.7,36,71.6,7.03,220.8936,40,7.1,6.95,7.25,36.5,,7.8,,,0.040724691,,,191.53
